model_name,label,loss,distance,radius,X,Y,tsne_0,tsne_1
vae_rf_10000,6,0.22719775,1.8294419,0.008318578,1.186543,-1.3924702,64.17843,-19.917648
vae_rf_10000,0,0.22221388,0.99312115,0.007247232,-0.82597077,-0.551418,3.479458,-79.93065
vae_rf_10000,4,0.19908874,2.1274521,0.014609883,1.8675053,1.0190569,58.47941,12.51563
vae_rf_10000,1,0.044184607,3.575214,0.014198051,-2.7441905,2.291631,-63.959305,64.013054
vae_rf_10000,9,0.17192566,2.725431,0.018648185,1.4775964,2.2901273,42.264603,43.604206
vae_rf_10000,5,0.18801604,2.089007,0.0162507,-0.90576553,1.8824289,-41.62958,34.62192
vae_rf_10000,7,0.16155466,4.242154,0.016225792,3.1814618,2.8060954,60.056774,58.23977
vae_rf_10000,8,0.25834903,1.3246355,0.0120161865,-1.1569499,0.6450785,-66.64445,-23.537025
vae_rf_10000,9,0.14892304,2.3052342,0.013670014,1.4116507,1.8224564,41.07572,30.39994
vae_rf_10000,3,0.20855503,0.9336594,0.0080842525,-0.83765745,0.41237092,-40.357536,-48.39198
vae_rf_10000,7,0.30310413,1.6757288,0.0123163285,-0.007444635,1.6757122,-3.6383348,30.734722
vae_rf_10000,4,0.15466091,2.3983526,0.012895652,1.3770195,1.9636477,39.777264,33.738777
vae_rf_10000,6,0.24399325,0.56027645,0.0073289755,0.08312595,-0.5540756,46.74558,-29.822002
vae_rf_10000,4,0.20924701,1.7803023,0.019207647,1.3369898,1.1755571,43.370808,16.398735
vae_rf_10000,3,0.18054065,0.8181539,0.010022391,-0.32807696,0.7494941,-21.997515,-4.883202
vae_rf_10000,0,0.21638069,2.9629207,0.012461598,-0.16508755,-2.958318,79.744446,-47.065033
vae_rf_10000,7,0.19603135,3.3545537,0.015487433,0.86190975,3.2419348,35.50572,67.39574
vae_rf_10000,0,0.1695756,1.9724548,0.008581273,-0.26068723,-1.9551522,67.89199,-47.743973
vae_rf_10000,2,0.3137273,0.381404,0.00704609,-0.23274942,-0.30215347,23.57855,-46.343487
vae_rf_10000,9,0.15726505,1.9631966,0.0104236305,-0.7472731,1.8154129,-31.072641,35.834187
vae_rf_10000,1,0.060391255,3.3908803,0.01589095,-1.7797241,2.8862867,-45.88008,63.010975
vae_rf_10000,7,0.22075234,2.8970873,0.019101832,1.1306472,2.6673493,33.519806,50.039997
vae_rf_10000,3,0.1645354,0.6641279,0.008492677,-0.42610592,0.50941104,-21.11808,-24.060354
vae_rf_10000,2,0.23888631,0.6466419,0.012687335,0.4920763,0.41953152,16.675758,7.9288898
vae_rf_10000,9,0.13717441,2.189689,0.01454931,-0.99224544,1.95197,-42.530113,36.22493
vae_rf_10000,7,0.24147896,1.6429465,0.014170509,-0.39171198,1.5955672,-22.205524,27.794418
vae_rf_10000,7,0.12195403,3.249649,0.016623033,2.4432838,2.1425645,65.54452,37.533833
vae_rf_10000,6,0.1628699,0.87227553,0.008594215,-0.72420955,-0.48619455,6.919786,-76.55139
vae_rf_10000,2,0.18488638,0.15208505,0.008145092,-0.06754162,-0.13626441,26.441858,-31.898806
vae_rf_10000,7,0.10268544,3.5897527,0.01589044,2.3168144,2.742024,55.12635,57.267704
vae_rf_10000,8,0.23249687,0.95652497,0.01124227,0.043551773,0.95553297,0.77165425,13.460113
vae_rf_10000,4,0.23941696,2.4349155,0.015548105,1.7471497,1.6959605,53.326298,28.842735
vae_rf_10000,7,0.14384837,2.6928306,0.013425869,-0.20605099,2.6849356,-3.6191008,66.530624
vae_rf_10000,3,0.28851154,1.4880928,0.01269174,0.24712297,1.4674299,1.8166251,24.471132
vae_rf_10000,6,0.16904286,0.66312593,0.0098525295,0.15740106,-0.6441746,48.953392,-28.720308
vae_rf_10000,1,0.069047794,2.7929277,0.012536824,-2.0702972,1.8746506,-59.498703,46.79503
vae_rf_10000,3,0.17743823,0.5890914,0.008259037,-0.35729405,0.46836913,-14.221608,-23.79054
vae_rf_10000,6,0.15578721,0.8896145,0.010124551,-0.8060174,-0.37649697,2.2289307,-73.48691
vae_rf_10000,9,0.14403759,1.9079899,0.013897716,-0.9445721,1.6577723,-42.966972,30.614393
vae_rf_10000,3,0.18669835,0.7670427,0.009284623,-0.47088552,0.60549265,-26.668911,-21.051062
vae_rf_10000,1,0.14722165,2.3408175,0.011138697,-1.1642916,2.0307267,-44.93806,37.970505
vae_rf_10000,4,0.3180745,0.9904236,0.015446613,0.02619347,0.9900772,0.27377233,13.82629
vae_rf_10000,1,0.22601573,2.1519904,0.01690602,0.36935994,2.1200557,14.167683,40.040874
vae_rf_10000,7,0.29407504,2.1970696,0.014464274,-0.1642724,2.1909196,-8.752199,46.328835
vae_rf_10000,6,0.21613169,0.79703707,0.00872502,-0.6484246,-0.46347988,16.533459,-70.47219
vae_rf_10000,9,0.15387678,2.2873087,0.014106839,1.9184093,1.2455868,58.611805,17.071049
vae_rf_10000,6,0.21873175,1.0224078,0.0110086575,0.37702525,-0.9503524,56.720142,-25.516256
vae_rf_10000,0,0.21009694,2.0299137,0.008747342,-0.41904274,-1.9861904,67.86767,-49.362747
vae_rf_10000,5,0.258943,0.9357354,0.0133662205,-0.16579786,0.92092985,-15.532594,7.8468533
vae_rf_10000,4,0.1889095,2.288678,0.014484397,2.0751352,0.9653293,62.58498,12.353881
vae_rf_10000,9,0.1858007,2.3405151,0.015504112,2.1784203,0.8558597,65.26817,11.287984
vae_rf_10000,9,0.13908269,2.5952647,0.015335682,1.8296865,1.8405557,55.008587,32.810085
vae_rf_10000,2,0.27612758,0.4269161,0.008382882,-0.40747377,-0.12736751,9.026795,-51.407253
vae_rf_10000,1,0.09954505,2.6607711,0.012291543,-2.2308745,1.4501387,-70.75984,36.4731
vae_rf_10000,9,0.13538046,2.8072863,0.015796674,1.9337509,2.0350587,57.443035,38.05275
vae_rf_10000,4,0.1713296,1.9822612,0.013464868,0.7359675,1.8405735,20.620207,31.420565
vae_rf_10000,8,0.18113606,1.0999151,0.008282829,-0.82594883,0.7263759,-55.412357,-20.222164
vae_rf_10000,7,0.12117741,2.2967188,0.014005818,-0.9872682,2.0736969,-42.501442,38.251045
vae_rf_10000,3,0.19423833,1.0744565,0.013047502,-0.4428719,0.97893876,-37.668285,1.1949623
vae_rf_10000,9,0.13207898,2.4999218,0.01564539,1.7435008,1.7915953,53.562923,31.683748
vae_rf_10000,7,0.18694274,1.9171368,0.014964362,0.107369885,1.9141278,-1.4323878,37.060207
vae_rf_10000,4,0.1875081,1.9006251,0.014471004,-0.32731238,1.8722292,-18.06401,38.890972
vae_rf_10000,4,0.13774768,2.1566489,0.013020075,1.2953396,1.7243055,39.498394,27.721975
vae_rf_10000,4,0.21505392,2.2139342,0.015366508,2.003118,0.94288003,61.77395,11.8105345
vae_rf_10000,9,0.14658341,2.0793693,0.015484369,0.4823989,2.0226388,15.96873,36.57819
vae_rf_10000,2,0.34768328,0.42277035,0.008996571,-0.18053949,0.38228297,0.34864688,-20.044077
vae_rf_10000,5,0.21026914,0.6327792,0.0093225185,-0.11031747,0.6230887,-4.407311,-3.9576907
vae_rf_10000,4,0.20049079,1.5720862,0.011724541,-0.40892494,1.5179708,-22.790247,26.26182
vae_rf_10000,7,0.13105784,3.4476264,0.014680975,2.1123657,2.7247088,52.917274,57.051308
vae_rf_10000,6,0.17168035,0.63306636,0.0071719666,-0.44020352,-0.45496577,22.076801,-62.12118
vae_rf_10000,7,0.21871696,3.0451128,0.0164503,0.7065302,2.962014,26.669325,58.565723
vae_rf_10000,9,0.16672711,1.8582982,0.014226324,1.6432784,0.8677029,52.800636,9.551362
vae_rf_10000,0,0.24546346,1.6413621,0.011996932,0.21947977,-1.6266217,65.07951,-38.20387
vae_rf_10000,5,0.20983112,1.2422993,0.011900194,-0.48990145,1.1416235,-42.582455,6.8494463
vae_rf_10000,8,0.21455206,1.085359,0.010389104,-0.17989132,1.0703472,-16.031033,13.071096
vae_rf_10000,5,0.18261613,0.992301,0.0124675715,-0.6415727,0.7569978,-43.84437,-15.525859
vae_rf_10000,6,0.15138374,0.89711493,0.009009652,-0.7756877,-0.4506926,4.94806,-75.79666
vae_rf_10000,6,0.1910908,0.92167526,0.008070106,-0.88696504,-0.25055605,-7.529614,-72.49276
vae_rf_10000,5,0.23501636,0.35947376,0.007865648,-0.12557358,0.33682734,4.231087,-19.880695
vae_rf_10000,7,0.25585446,1.4068676,0.015052286,-0.014486283,1.4067931,-4.123687,22.732628
vae_rf_10000,8,0.17889802,1.0958023,0.010584341,-0.6287545,0.897469,-45.150364,-7.2709336
vae_rf_10000,1,0.05078746,3.4942694,0.014234993,-1.9808977,2.878535,-48.137306,65.95301
vae_rf_10000,0,0.18206987,1.2463998,0.007414098,-0.69329095,-1.0357896,46.69406,-63.49391
vae_rf_10000,1,0.06470279,2.507189,0.011210501,-1.8974955,1.6387521,-59.042374,36.863327
vae_rf_10000,6,0.17436528,0.59773815,0.0076098586,0.08983168,-0.59094936,47.266003,-29.851332
vae_rf_10000,4,0.17144287,1.9448411,0.012367591,-0.33718726,1.9153882,-18.212599,39.62745
vae_rf_10000,6,0.15577564,0.9739081,0.009993474,-0.9558934,-0.18645327,-9.710249,-72.44554
vae_rf_10000,7,0.14664055,3.9495265,0.020636918,2.7607462,2.8243656,58.054405,58.23475
vae_rf_10000,3,0.253465,0.39075696,0.0099171605,0.03293325,0.3893667,12.965632,-8.24013
vae_rf_10000,1,0.055291895,3.3978708,0.014012084,-2.4361286,2.3687134,-61.544155,61.48974
vae_rf_10000,7,0.18428372,1.9691855,0.013188681,-0.1184412,1.9656203,-7.8874025,38.27214
vae_rf_10000,1,0.057693213,4.4214425,0.019365985,-1.7656472,4.0535965,-27.187122,79.332466
vae_rf_10000,8,0.1890137,1.1949731,0.010205307,-0.50560033,1.0827414,-42.401604,4.865643
vae_rf_10000,2,0.23557271,0.4413065,0.009675651,-0.41430134,-0.15200604,9.193901,-52.565514
vae_rf_10000,0,0.17002334,1.3119098,0.0072673582,-0.7416047,-1.0821875,48.612263,-63.82623
vae_rf_10000,2,0.21927775,1.0539064,0.013057869,1.0316821,0.21529256,46.37404,-3.9323876
vae_rf_10000,9,0.14546692,2.0641813,0.014021909,1.5156847,1.4012653,47.40643,20.019735
vae_rf_10000,9,0.26981756,0.89190954,0.012900166,0.65198255,0.6086225,15.545881,12.06306
vae_rf_10000,5,0.21190704,1.5168644,0.011864278,-1.2175373,0.9046992,-72.00204,-8.316698
vae_rf_10000,5,0.18512061,0.73377323,0.00881036,-0.45912707,0.5723858,-25.31872,-21.786661
vae_rf_10000,1,0.0500383,4.8371654,0.01971955,-2.2712758,4.2707696,-25.889538,86.87783
vae_rf_10000,5,0.22526523,0.97387195,0.01011819,-0.7976234,0.55876964,-50.64433,-28.183346
vae_rf_10000,6,0.20716806,0.8782102,0.009689288,0.40787542,-0.7777473,54.020763,-23.690409
vae_rf_10000,0,0.16647992,1.1420938,0.008924469,-0.63205147,-0.9512567,43.627583,-63.645683
vae_rf_10000,3,0.25509587,0.63526124,0.010080264,-0.061011523,0.63232464,-3.3228476,-2.1365325
vae_rf_10000,4,0.16940558,1.8276175,0.015791142,0.63927543,1.7121661,16.815104,28.754883
vae_rf_10000,4,0.19768585,1.6215068,0.014213586,0.9595159,1.3071394,37.65328,17.900429
vae_rf_10000,6,0.24055907,1.307756,0.008574667,-1.1338573,-0.6516083,50.332577,-77.39651
vae_rf_10000,5,0.21201791,0.8598082,0.008843828,-0.30219558,0.80495214,-21.396303,-0.17034519
vae_rf_10000,4,0.22633478,2.3741195,0.019529624,2.1289635,1.050694,62.694622,13.744793
vae_rf_10000,6,0.26756528,0.24351572,0.010442585,0.19514707,-0.14566238,36.02931,-18.40185
vae_rf_10000,5,0.18492278,0.43253136,0.0072747986,-0.018088013,0.432153,8.015915,-10.605289
vae_rf_10000,4,0.1778226,1.766548,0.01122135,0.98902893,1.4637328,36.41662,20.189102
vae_rf_10000,5,0.24344862,1.677842,0.011189297,-1.6755683,0.08731848,-31.175022,-81.24275
vae_rf_10000,1,0.053388137,3.5908463,0.017281327,-1.8147285,3.098538,-40.51525,70.93259
vae_rf_10000,4,0.13550027,2.5915601,0.014693091,1.4738898,2.1316268,41.840523,40.741062
vae_rf_10000,4,0.13589862,2.2480652,0.016965313,1.6375017,1.540255,50.460136,24.257782
vae_rf_10000,7,0.21918626,1.4759756,0.011382918,-0.73001003,1.2828052,-55.536373,6.635559
vae_rf_10000,2,0.31140146,0.41195595,0.007923199,0.06972712,0.40601212,13.522259,-6.882763
vae_rf_10000,3,0.22539474,0.3912615,0.009352123,-0.028771192,0.39020222,8.731929,-11.956296
vae_rf_10000,2,0.20250408,0.28758857,0.008215004,-0.27571127,0.08179538,7.1822033,-38.43979
vae_rf_10000,7,0.14042827,3.3947096,0.016831668,-1.2704579,3.1480136,-33.723206,68.278496
vae_rf_10000,1,0.072745904,3.9281623,0.01683992,-2.341339,3.1541386,-40.26043,86.567856
vae_rf_10000,8,0.19371621,0.80686134,0.008677644,-0.41331404,0.6929623,-26.488424,-10.263447
vae_rf_10000,1,0.044724893,4.2228637,0.01818681,-2.4769535,3.4201283,-36.81925,88.50979
vae_rf_10000,8,0.19806068,0.8906603,0.008809454,-0.39377898,0.79888284,-28.147951,-4.761226
vae_rf_10000,1,0.04763891,4.5887613,0.019423217,-2.5998967,3.7811725,-31.310843,90.04228
vae_rf_10000,8,0.2292975,0.5298059,0.009914094,-0.30487064,0.43329918,-9.206124,-23.469534
vae_rf_10000,5,0.19374788,1.0271882,0.012966724,-0.6719631,0.7769048,-46.11644,-14.795672
vae_rf_10000,0,0.20999399,3.006349,0.008973572,-0.6229805,-2.9410934,81.35835,-50.25739
vae_rf_10000,8,0.19316237,0.73062575,0.009935947,-0.60470057,0.4100625,-28.619146,-40.282253
vae_rf_10000,9,0.18385075,1.4063193,0.013289592,0.4955789,1.3161062,5.870141,22.237448
vae_rf_10000,2,0.19961311,0.11862635,0.008268092,0.06643403,0.09827884,22.82006,-18.740292
vae_rf_10000,5,0.18933819,0.4359254,0.007418366,-0.04621799,0.4334684,6.7520294,-11.280937
vae_rf_10000,0,0.22461994,2.4467707,0.008244296,-1.0670949,-2.2018163,73.81181,-61.52254
vae_rf_10000,1,0.19125743,3.1691518,0.017743027,-0.54993844,3.121072,0.1282299,77.32511
vae_rf_10000,1,0.091140926,2.3140888,0.012964941,-1.7164178,1.5520686,-58.3809,34.509068
vae_rf_10000,1,0.23804021,2.5345147,0.016339093,-0.59327745,2.4640996,-16.539343,59.84374
vae_rf_10000,0,0.15236522,1.9620717,0.010147116,-1.5749927,-1.1700954,60.63701,-75.40181
vae_rf_10000,9,0.19155113,2.6530693,0.015950495,2.1657236,1.5324548,63.630737,24.073214
vae_rf_10000,0,0.18547557,1.1077179,0.0073208353,-0.47714382,-0.9996863,42.680603,-59.478848
vae_rf_10000,3,0.21152852,1.9366158,0.012948701,1.8297349,0.63446885,63.756527,6.2635345
vae_rf_10000,1,0.06218418,2.9875212,0.013160276,-1.6925793,2.4617999,-47.74398,56.42751
vae_rf_10000,6,0.12222906,1.4331573,0.009975008,-1.4302893,-0.090621546,-25.423851,-81.38346
vae_rf_10000,4,0.12554039,2.582101,0.013990069,1.4304131,2.1496892,41.253532,41.01688
vae_rf_10000,2,0.20689115,0.63134384,0.009324505,-0.61596763,0.13848795,-9.032182,-50.585514
vae_rf_10000,3,0.26281422,0.50395596,0.010281587,-0.4245039,0.27160275,-7.989638,-40.554607
vae_rf_10000,6,0.2120984,1.1659058,0.009660999,0.3597876,-1.1090038,58.499603,-26.409966
vae_rf_10000,1,0.05198861,2.969327,0.012070014,-2.533679,1.5483454,-76.789505,40.86191
vae_rf_10000,1,0.046457358,5.066817,0.022439573,-2.450753,4.434686,-25.942545,88.3677
vae_rf_10000,1,0.044545535,3.5747087,0.014359759,-2.708982,2.3323717,-63.599106,64.0439
vae_rf_10000,3,0.20828314,0.9627189,0.010950382,-0.007685676,0.9626882,-10.496752,10.823364
vae_rf_10000,9,0.20086114,2.2662714,0.017199893,0.51902795,2.2060363,18.119665,41.594425
vae_rf_10000,5,0.21697357,0.42218688,0.007664215,0.064780444,0.41718733,13.0283985,-6.6089396
vae_rf_10000,2,0.18830647,0.3295174,0.008846837,0.18628007,-0.27181143,39.039005,-22.485674
vae_rf_10000,9,0.17931055,2.8714004,0.016097313,2.498524,1.4150327,69.08959,20.359758
vae_rf_10000,4,0.20460138,2.578092,0.016038397,2.092533,1.5059428,62.340824,23.63681
vae_rf_10000,5,0.22524367,1.2976173,0.014561508,-0.78932726,1.0299385,-55.590347,-5.5604696
vae_rf_10000,9,0.16008611,3.1397681,0.015029435,2.7760482,1.4668677,71.50227,19.825886
vae_rf_10000,3,0.23202504,1.7621021,0.014430236,-0.52832,1.681036,-24.294283,31.984426
vae_rf_10000,9,0.15930294,2.1879518,0.016199065,1.3855232,1.6933571,41.72127,27.476814
vae_rf_10000,0,0.19626032,1.1037413,0.007890452,-0.87698376,-0.6701822,2.7608318,-82.92064
vae_rf_10000,3,0.1888464,0.84226793,0.009613996,-0.539348,0.6469305,-35.285023,-20.90116
vae_rf_10000,6,0.19951846,1.5903243,0.010771733,-1.5672245,0.27007145,-31.836222,-78.83902
vae_rf_10000,5,0.18504468,1.8910415,0.0126953535,-0.9393805,1.6412197,-42.95917,30.357334
vae_rf_10000,5,0.22488846,0.95976,0.009470877,-0.8434572,0.45795107,-41.362625,-47.300613
vae_rf_10000,7,0.14703628,2.9938307,0.017363751,1.685304,2.4744236,46.715416,45.577473
vae_rf_10000,2,0.2486896,0.3476858,0.007826926,-0.24840575,0.24326943,1.769063,-30.24832
vae_rf_10000,2,0.34174365,0.35292083,0.009402048,0.2714333,-0.22555949,39.542763,-18.461733
vae_rf_10000,7,0.1378592,2.6374364,0.014425967,-0.24693936,2.6258507,-4.695884,65.5176
vae_rf_10000,1,0.06815611,3.1577435,0.015006988,-2.6343484,1.7411351,-76.84575,43.980972
vae_rf_10000,2,0.2799346,0.2806518,0.008679559,-0.06623714,0.27272344,12.563191,-18.167364
vae_rf_10000,8,0.21013932,0.8881841,0.011450415,-0.16856033,0.87204266,-14.416633,5.7285066
vae_rf_10000,4,0.16319954,1.9677095,0.016406959,0.81281006,1.7919879,25.29794,30.189041
vae_rf_10000,1,0.060705733,3.122127,0.012486647,-2.540181,1.8152573,-69.913895,50.745018
vae_rf_10000,7,0.086170994,3.612137,0.015945613,-0.23585013,3.6044292,5.4574957,81.75914
vae_rf_10000,3,0.19534875,0.98234624,0.008415714,-0.8498664,0.49267763,-55.808598,-31.352648
vae_rf_10000,3,0.18438713,0.87955314,0.008558709,-0.72012675,0.5050061,-39.489952,-38.114597
vae_rf_10000,8,0.22449985,0.7097421,0.009553764,-0.4821385,0.52084196,-24.080687,-25.9313
vae_rf_10000,8,0.24748768,1.8932419,0.012185041,0.08234958,1.89145,-2.1858368,36.54326
vae_rf_10000,7,0.1474116,3.303113,0.015413191,0.06552181,3.302463,10.910126,76.264984
vae_rf_10000,9,0.16580597,2.4763155,0.0152483955,1.703151,1.7976136,53.01432,31.843334
vae_rf_10000,2,0.23629376,0.22510041,0.009525089,0.1790138,0.1364707,25.80291,-12.456041
vae_rf_10000,2,0.21157105,0.28427684,0.008536458,-0.26552725,-0.10153127,15.37602,-43.385162
vae_rf_10000,4,0.15682769,2.1015904,0.0171018,1.1643239,1.7495805,35.988968,27.497583
vae_rf_10000,1,0.04272584,4.496035,0.020733079,-2.2582862,3.887734,-29.974968,86.39195
vae_rf_10000,5,0.17509632,0.64782774,0.0094149895,-0.38896397,0.5180616,-19.175137,-22.288578
vae_rf_10000,9,0.2043787,0.72535175,0.008827353,-0.04785586,0.72377133,-5.0545244,2.371588
vae_rf_10000,8,0.2458308,1.4510635,0.012088008,-0.8590784,1.1694313,-58.164364,3.5072687
vae_rf_10000,7,0.2276289,2.7879286,0.017468514,1.739584,2.178622,47.911324,42.057934
vae_rf_10000,2,0.2631695,0.5072438,0.01032665,-0.30807853,0.40296882,-8.728699,-25.229738
vae_rf_10000,3,0.2755018,0.33166116,0.0120734535,0.20469365,0.2609591,22.339111,-8.987051
vae_rf_10000,0,0.15713868,2.5990293,0.01117983,0.63044226,-2.5214074,76.88482,-40.440235
vae_rf_10000,4,0.20130268,1.2513849,0.009095796,-1.2356021,0.19811977,-67.68325,-39.644947
vae_rf_10000,4,0.21444917,2.0240026,0.015251917,1.1757691,1.6474687,36.911835,25.68159
vae_rf_10000,2,0.22173555,0.89757496,0.009007272,-0.80817556,0.3905036,-39.457848,-48.386906
vae_rf_10000,4,0.18789741,2.0469615,0.012520022,1.3446621,1.5433521,42.973698,23.883167
vae_rf_10000,1,0.11787312,2.8902187,0.01890496,-0.9614427,2.725618,-17.928892,66.54635
vae_rf_10000,9,0.14430685,2.9349198,0.015785018,1.9940667,2.1534746,59.427998,39.51848
vae_rf_10000,5,0.1861367,0.8150418,0.00891886,-0.5325817,0.6169683,-34.43638,-22.667643
vae_rf_10000,7,0.123325124,3.6437604,0.019214692,1.384695,3.370402,43.43843,65.46589
vae_rf_10000,7,0.16951527,3.1897583,0.014663705,0.88240635,3.0652761,36.000263,64.144066
vae_rf_10000,2,0.19016847,0.21546803,0.009442228,-0.19339359,0.09500207,9.139818,-33.38743
vae_rf_10000,8,0.20672667,1.081453,0.008899153,-0.84611785,0.673517,-55.681545,-22.118942
vae_rf_10000,2,0.20192422,0.23828293,0.008625363,-0.0067652836,-0.23818688,32.249844,-31.65313
vae_rf_10000,6,0.27766198,1.6873596,0.007448005,0.19087,-1.6765295,65.418335,-38.635223
vae_rf_10000,8,0.22573435,1.6077536,0.010323251,-0.99664783,1.2615724,-64.375175,4.085874
vae_rf_10000,5,0.21989258,2.2581398,0.012481134,-1.708708,1.476317,-58.684254,33.953266
vae_rf_10000,7,0.12674108,4.5140047,0.022167444,2.78668,3.551148,57.069633,60.887962
vae_rf_10000,7,0.0920962,3.8224866,0.01786816,0.009783685,3.8224742,6.8107886,83.471504
vae_rf_10000,9,0.1955448,2.4342911,0.014368766,1.8116983,1.6258912,54.76326,26.85381
